year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,deltaK,propMigSNPs,Ho_allSNPs,project,group,k,nSNP,miggy,LBhet,maxage,broodsize,maturity,years,r0,nSNP.mig,nSNP.cons
85,732,0,0.414054547083303,0.414331843020368,0.263852086727707,510,0.480874316939891,0,0.019657345110943,1,3,222,NA,NA,1000,0.0434426229508197,0.414331843020368,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
86,699,0,0.414846497727929,0.418012745480557,0.265876328643325,481,0.470672389127325,0,0.0195863425718478,1,3,218,NA,NA,1000,0.0457796852646638,0.418012745480557,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
87,696,0,0.413517316821605,0.416862591431557,0.266522497669636,469,0.487068965517241,0,0.0198129845071259,1,3,227,NA,NA,1000,0.04375,0.416862591431557,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
88,703,0,0.413818610786493,0.413345402819087,0.269079365971009,471,0.492176386913229,0,0.0200248799518117,1,3,232,NA,NA,1000,0.0467994310099573,0.413345402819087,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
89,720,0,0.413164562289562,0.412651515151515,0.266688469974795,490,0.491666666666667,0,0.0206365895520841,1,3,230,NA,NA,1000,0.0459722222222222,0.412651515151515,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
90,720,0,0.413558826108305,0.412765151515152,0.266863244867955,494,0.498611111111111,0,0.0201137043304302,1,3,226,NA,NA,1000,0.0465277777777778,0.412765151515152,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
91,704,0,0.414713682293623,0.414256198347107,0.268673840740528,481,0.495738636363636,0,0.0199740819046218,1,3,223,NA,NA,1000,0.0486505681818182,0.414256198347107,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
92,706,0,0.41503969872306,0.415889775946433,0.266995521032459,477,0.508498583569405,0,0.0199920806232746,1,3,229,NA,NA,1000,0.048300283286119,0.415889775946433,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
93,718,0,0.413969766683995,0.415105089896176,0.265142623615135,489,0.497214484679666,0,0.0211131394349731,1,3,229,NA,NA,1000,0.0488857938718663,0.415105089896176,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
94,733,0,0.414326266598694,0.416569515068833,0.261655346157841,504,0.497953615279673,0,0.0216166835864801,1,3,229,NA,NA,1000,0.0512278308321965,0.416569515068833,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
95,720,0,0.414862154531425,0.417866161616162,0.262745492054523,495,0.511111111111111,0,0.0210165283910286,1,3,225,NA,NA,1000,0.0515972222222222,0.417866161616162,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
96,728,0,0.414232273564348,0.415372127872128,0.263544370476641,501,0.521978021978022,0,0.021560745700314,1,3,227,NA,NA,1000,0.0515796703296703,0.415372127872128,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
97,717,0,0.413329969925618,0.4139470013947,0.265978600923845,494,0.528591352859135,0,0.0219881512450246,1,3,223,NA,NA,1000,0.05,0.4139470013947,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
98,712,0,0.412826197048123,0.415526046986721,0.26481885616639,486,0.529494382022472,0,0.0221209012188386,1,3,226,NA,NA,1000,0.0483848314606742,0.415526046986721,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
99,709,0,0.411503273990318,0.413860751378382,0.265970603972692,486,0.535966149506347,0,0.0226401395551354,1,3,223,NA,NA,1000,0.047179125528914,0.413860751378382,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
100,694,0,0.411475244601921,0.41351847000262,0.268641242753987,494,0.527377521613833,0,0.0230385081969639,1,3,200,NA,NA,930,0.0493515850144092,0.41351847000262,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
101,641,0,0.411189404319897,0.411870656644448,0.278631409538313,497,0.530421216848674,0,0.0226922994573605,1,3,144,NA,NA,860,0.0492979719188768,0.411870656644448,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
102,564,0,0.411372024340279,0.410009671179884,0.293825731271664,413,0.530141843971631,0,0.0220239151440296,1,3,151,NA,NA,790,0.0476950354609929,0.410009671179884,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
103,512,0,0.410920524597168,0.410138494318182,0.30323021441085,366,0.533203125,0,0.0222030260366109,1,3,146,NA,NA,720,0.04755859375,0.410138494318182,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
104,471,0,0.410767437448033,0.409901563404748,0.311523952580176,342,0.501061571125265,0,0.0218801407405952,1,3,129,NA,NA,650,0.0467091295116773,0.409901563404748,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
105,419,0,0.409807728057225,0.408635278802343,0.323004625576931,314,0.498806682577566,0,0.0221496565741991,1,3,105,NA,NA,580,0.0445107398568019,0.408635278802343,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
106,364,0,0.409250467938655,0.411263736263736,0.333650812018863,272,0.505494505494505,0,0.0229598654996512,1,3,92,NA,NA,510,0.0442307692307692,0.411263736263736,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
107,317,0,0.409284281680763,0.411041009463722,0.345507743214469,243,0.501577287066246,0,0.0228650485405135,1,3,74,NA,NA,440,0.0429022082018927,0.411041009463722,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
108,268,0,0.410336251240406,0.411736770691995,0.35859165658682,210,0.511194029850746,0,0.0236850148067037,1,3,58,NA,NA,370,0.0442164179104478,0.411736770691995,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
109,215,0,0.411834800137667,0.415644820295983,0.37265917047159,168,0.469767441860465,0,0.0236889301203441,1,3,47,NA,NA,300,0.0434883720930233,0.415644820295983,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
110,208,0,0.409187672303658,0.409396853146853,0.376678518325342,142,0.447115384615385,0,0.0256558674315176,1,3,66,NA,NA,300,0.0435096153846154,0.409396853146853,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
111,216,0,0.410656624111485,0.413089225589226,0.373115418617057,144,0.453703703703704,0,0.0253970082500297,1,3,72,NA,NA,300,0.044212962962963,0.413089225589226,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
112,225,0,0.410784646464646,0.411636363636364,0.371078941661163,159,0.44,0,0.0264819919263788,1,3,66,NA,NA,300,0.0442222222222222,0.411636363636364,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
113,216,0,0.410459046483352,0.411405723905724,0.373769782897947,154,0.467592592592593,0,0.026650056467177,1,3,62,NA,NA,300,0.044212962962963,0.411405723905724,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
114,216,0,0.411548646184063,0.412752525252525,0.373491427679558,149,0.472222222222222,0,0.02772681813871,1,3,67,NA,NA,300,0.0458333333333333,0.412752525252525,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
115,207,0,0.412347694546812,0.414888010540184,0.375556040738853,141,0.545893719806763,0,0.0278138500604396,1,3,66,NA,NA,300,0.0420289855072464,0.414888010540184,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
116,212,0,0.412443060455031,0.413507718696398,0.374617920306473,141,0.566037735849057,0,0.0284984580995558,1,3,71,NA,NA,300,0.0436320754716981,0.413507718696398,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
117,224,0,0.409965829371521,0.415827922077922,0.369339198996687,156,0.589285714285714,0,0.0291392320052675,1,3,68,NA,NA,300,0.0390625,0.415827922077922,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
118,223,0,0.409381301197947,0.415042804728903,0.369822513054896,159,0.57847533632287,0,0.0288359945525332,1,3,64,NA,NA,300,0.0376681614349776,0.415042804728903,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
119,226,0,0.407460273104607,0.411866452131939,0.36976992244373,159,0.601769911504425,0,0.0297167617996483,1,3,67,NA,NA,300,0.0380530973451327,0.411866452131939,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
120,214,0,0.405892336766212,0.407306711979609,0.374887255794389,151,0.560747663551402,0,0.0304231145634656,1,3,63,NA,NA,300,0.0376168224299065,0.407306711979609,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
121,219,0,0.405137886654119,0.406226650062266,0.373654227719408,151,0.525114155251142,0,0.0302543850356864,1,3,68,NA,NA,300,0.0317351598173516,0.406226650062266,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
122,207,0,0.402834053621703,0.406938954765042,0.376369216955391,140,0.48792270531401,0,0.0317550140830285,1,3,67,NA,NA,300,0.0304347826086957,0.406938954765042,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
123,211,0,0.39998437917959,0.401507970702284,0.376658337567764,144,0.502369668246445,0,0.034042417761051,1,3,67,NA,NA,300,0.0303317535545024,0.401507970702284,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
124,218,0,0.397435458447789,0.398957464553795,0.374988697792613,153,0.495412844036697,0,0.0367824758332692,1,3,65,NA,NA,300,0.0286697247706422,0.398957464553795,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
125,224,0,0.397949037569573,0.397159090909091,0.374156852046806,158,0.495535714285714,0,0.0368593465904544,1,3,66,NA,NA,300,0.0274553571428571,0.397159090909091,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
126,209,0,0.396740521674704,0.39447585906916,0.379312386852743,152,0.535885167464115,0,0.0383526889478711,1,3,57,NA,NA,300,0.0301435406698565,0.39447585906916,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
127,201,0,0.396032276428801,0.396472184531886,0.380689040139532,129,0.497512437810945,0,0.0391854732687665,1,3,72,NA,NA,300,0.0348258706467662,0.396472184531886,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
128,221,0,0.394761294069253,0.394652406417112,0.375241751948755,152,0.497737556561086,0,0.0400108650605779,1,3,69,NA,NA,300,0.0361990950226244,0.394652406417112,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
129,215,0,0.393275972270023,0.392219873150106,0.377614102694556,152,0.506976744186047,0,0.041123375551013,1,3,63,NA,NA,300,0.0365116279069767,0.392219873150106,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
130,220,0,0.392385048835462,0.39099173553719,0.376464153498073,152,0.531818181818182,0,0.04193468915413,1,3,68,NA,NA,300,0.0336363636363636,0.39099173553719,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
131,217,0,0.391947549997201,0.391788856304985,0.376868707492979,156,0.516129032258065,0,0.0416530378156705,1,3,61,NA,NA,300,0.0347926267281106,0.391788856304985,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
132,209,0,0.393005384075872,0.395345802522836,0.378000247663851,144,0.521531100478469,0,0.0423182601560765,1,3,65,NA,NA,300,0.0370813397129187,0.395345802522836,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
133,203,0,0.392786438972952,0.392834751455441,0.380743238765699,131,0.536945812807882,0,0.0436458998383737,1,3,72,NA,NA,300,0.0396551724137931,0.392834751455441,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
134,208,0,0.390893646617805,0.39409965034965,0.378269440712704,137,0.528846153846154,0,0.0454968237220744,1,3,71,NA,NA,300,0.0442307692307692,0.39409965034965,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
135,220,0,0.390746243425996,0.394462809917355,0.374533414037453,150,0.495454545454545,0,0.0470645724073528,1,3,70,NA,NA,300,0.045,0.394462809917355,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
136,226,0,0.388759264269289,0.394167337087691,0.372364214696888,157,0.530973451327434,0,0.0485770443123592,1,3,69,NA,NA,300,0.0438053097345133,0.394167337087691,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
137,219,0,0.385760020926093,0.390950601909506,0.374994614931164,152,0.465753424657534,0,0.0507796051969359,1,3,67,NA,NA,300,0.0438356164383562,0.390950601909506,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
138,231,0,0.385411970949161,0.392089728453365,0.370894984826516,164,0.480519480519481,0,0.0506086449179338,1,3,67,NA,NA,300,0.0448051948051948,0.392089728453365,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
139,214,0,0.385014967563662,0.390059473237043,0.376647080580934,154,0.504672897196262,0,0.0506758827311869,1,3,60,NA,NA,300,0.0441588785046729,0.390059473237043,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
140,211,0,0.385113664440274,0.38888410168031,0.378048893940891,142,0.5260663507109,0,0.0517923479559284,1,3,69,NA,NA,300,0.0466824644549763,0.38888410168031,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
141,214,0,0.384614178292665,0.388954970263381,0.377006697386484,147,0.5,0,0.0532562503816995,1,3,67,NA,NA,300,0.0497663551401869,0.388954970263381,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
142,221,0,0.386586995650078,0.392060880296174,0.374152551638514,153,0.484162895927602,0,0.0526581039863197,1,3,68,NA,NA,300,0.051131221719457,0.392060880296174,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
143,216,0,0.386261437679262,0.393139730639731,0.375082011516432,152,0.532407407407407,0,0.0526647247611155,1,3,64,NA,NA,300,0.0518518518518519,0.393139730639731,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
144,224,0,0.382952190108998,0.38961038961039,0.373348398833157,154,0.5,0,0.05490115391688,1,3,70,NA,NA,300,0.0524553571428571,0.38961038961039,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
145,209,0,0.38194669619202,0.38560243584167,0.379180443432492,143,0.526315789473684,0,0.0554652722375376,1,3,66,NA,NA,300,0.0557416267942584,0.38560243584167,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
146,216,0,0.380886507825165,0.383880471380471,0.377587292530719,147,0.523148148148148,0,0.0573092565118491,1,3,69,NA,NA,300,0.0587962962962963,0.383880471380471,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
147,218,0,0.38052448141035,0.386238532110092,0.375904013174711,153,0.504587155963303,0,0.0574547560333435,1,3,65,NA,NA,300,0.0607798165137615,0.386238532110092,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
148,214,0,0.377930585442159,0.384451996601529,0.377147850802781,148,0.509345794392523,0,0.0589706931815968,1,3,66,NA,NA,300,0.063785046728972,0.384451996601529,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
149,215,0,0.376330989724175,0.37877378435518,0.378838639192255,147,0.488372093023256,0,0.0588501966523924,1,3,68,NA,NA,300,0.0627906976744186,0.37877378435518,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
150,219,0,0.376919504673305,0.380240763802408,0.377224053940521,151,0.515981735159817,0,0.0592098504181862,1,3,68,NA,NA,300,0.0680365296803653,0.380240763802408,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
151,258,0,0.374792885589262,0.379668780831572,0.365995758858857,168,0.515503875968992,0,0.0600046095676166,1,3,90,NA,NA,370,0.0686046511627907,0.379668780831572,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
152,288,0,0.374020697425645,0.374621212121212,0.360470082510479,181,0.5,0,0.0617380657402729,1,3,107,NA,NA,440,0.0694444444444444,0.374621212121212,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
153,330,0,0.374308873862593,0.375426997245179,0.349746382885323,203,0.503030303030303,0,0.0642878253053327,1,3,127,NA,NA,510,0.0781818181818182,0.375426997245179,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
154,380,0,0.373214083354319,0.375239234449761,0.33776865039855,235,0.489473684210526,0,0.0642941604187694,1,3,145,NA,NA,580,0.0759210526315789,0.375239234449761,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
155,445,0,0.373783360686782,0.374892747701736,0.32425606376003,283,0.476404494382022,0,0.0645854929634744,1,3,162,NA,NA,650,0.0775280898876405,0.374892747701736,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
156,479,0,0.372081969181223,0.374701081799203,0.316612885637321,303,0.482254697286013,0,0.0658357737671142,1,3,176,NA,NA,720,0.0784968684759916,0.374701081799203,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
157,546,0,0.373221238468491,0.374841824841825,0.304353644817247,351,0.485347985347985,0,0.066318907733861,1,3,195,NA,NA,790,0.0824175824175824,0.374841824841825,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
158,600,0,0.373022386363636,0.374863636363636,0.294630557958376,390,0.51,0,0.0669546052200756,1,3,210,NA,NA,860,0.0820833333333333,0.374863636363636,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
159,655,0,0.372355425356649,0.373587786259542,0.286242090382852,430,0.520610687022901,0,0.0674323116997952,1,3,225,NA,NA,930,0.0814503816793893,0.373587786259542,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
160,695,0,0.372942281361307,0.37509483322433,0.278843934530775,453,0.526618705035971,0,0.0671245801057531,1,3,242,NA,NA,1000,0.0829496402877698,0.37509483322433,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
161,713,0,0.372070618353633,0.37147775086064,0.279161488337669,476,0.521739130434783,0,0.0676955494484405,1,3,237,NA,NA,1000,0.0835904628330996,0.37147775086064,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
162,740,0,0.372113926887576,0.370528255528256,0.27622000516051,512,0.527027027027027,0,0.0674949337998279,1,3,228,NA,NA,1000,0.0842567567567568,0.370528255528256,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
163,715,0,0.371880696544396,0.371621106166561,0.278573212390536,500,0.511888111888112,0,0.0678486830015149,1,3,215,NA,NA,1000,0.0851748251748252,0.371621106166561,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
164,736,0,0.370720486297581,0.371133893280632,0.275098604721238,509,0.505434782608696,0,0.0684464458344147,1,3,227,NA,NA,1000,0.0856657608695652,0.371133893280632,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
165,722,0,0.369634289387533,0.370523797532108,0.276982551972237,506,0.506925207756233,0,0.0689814464780665,1,3,216,NA,NA,1000,0.0864958448753463,0.370523797532108,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
166,725,0,0.369492128418549,0.37048275862069,0.276471404459496,503,0.486896551724138,0,0.0698780109429784,1,3,222,NA,NA,1000,0.0868965517241379,0.37048275862069,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
167,728,0,0.369416220798432,0.369592907092907,0.276900655787857,510,0.472527472527473,0,0.0705757140374635,1,3,218,NA,NA,1000,0.0881868131868132,0.369592907092907,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
168,708,0,0.369707533899756,0.369709809964047,0.279977517459509,485,0.48728813559322,0,0.0706406807167959,1,3,223,NA,NA,1000,0.0903248587570621,0.369709809964047,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
169,721,0,0.371862742646309,0.371655528937082,0.277630629508124,498,0.459084604715673,0,0.0688237608257802,1,3,223,NA,NA,1000,0.0914008321775312,0.371655528937082,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
170,735,0,0.372094792153101,0.37325912183055,0.274059518576326,509,0.463945578231293,0,0.0697925919835405,1,3,226,NA,NA,1000,0.0931292517006803,0.37325912183055,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
171,735,0,0.373093408049676,0.373469387755102,0.274600289360302,523,0.461224489795918,0,0.0687422688899014,1,3,212,NA,NA,1000,0.0940816326530612,0.373469387755102,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
172,699,0,0.372712332111105,0.373416569124724,0.279765135740753,475,0.48068669527897,0,0.0702476467436966,1,3,224,NA,NA,1000,0.0986409155937053,0.373416569124724,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
173,695,0,0.373395410551872,0.375853499018967,0.278406334957873,460,0.484892086330935,0,0.0696428817472635,1,3,235,NA,NA,1000,0.0997841726618705,0.375853499018967,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
174,721,0,0.372608626308989,0.376232505358719,0.273439852898118,491,0.485436893203884,0,0.070223108258914,1,3,230,NA,NA,1000,0.100138696255201,0.376232505358719,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
175,732,0.0382513661202186,0.386397322797988,0.374361649279682,0.284941086394228,526,0.479508196721311,50,0.0652546803324232,1,3,198,NA,NA,1000,0.151775956284153,0.373534525583706,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
176,729,0.0246913580246914,0.384510321936019,0.375210125950867,0.282785861908332,525,0.455418381344307,0,0.066165312818153,1,3,204,NA,NA,1000,0.147736625514403,0.37467265245043,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
177,700,0.00857142857142857,0.383667430426716,0.380711688311688,0.280400335689579,477,0.471428571428571,0,0.0664866188762656,1,3,223,NA,NA,1000,0.145785714285714,0.380532467532468,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
178,701,0.00285306704707561,0.382694442661252,0.382408247957463,0.277707471579704,468,0.496433666191155,0,0.0671043312602536,1,3,233,NA,NA,1000,0.143152639087019,0.382349889767864,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
179,710,0.00140845070422535,0.382988846008187,0.383327784891165,0.275600779093611,481,0.485915492957746,0,0.0673191446628,1,3,229,NA,NA,1000,0.142042253521127,0.383290653008963,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
180,728,0,0.383492846439275,0.384315684315684,0.272217602670526,502,0.490384615384615,0,0.0669946523946402,1,3,226,NA,NA,1000,0.138736263736264,0.384315684315684,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
181,713,0,0.387005913206567,0.388524799183986,0.272789804244815,489,0.482468443197756,0,0.0659437411942425,1,3,224,NA,NA,1000,0.144109396914446,0.388524799183986,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
182,719,0,0.38815380129783,0.389695283853837,0.271536722461428,491,0.504867872044506,0,0.0656091314527783,1,3,228,NA,NA,1000,0.150347705146036,0.389695283853837,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
183,699,0,0.389046751476525,0.39096111327871,0.273985598391484,474,0.510729613733906,0,0.0649517699842798,1,3,225,NA,NA,1000,0.15379113018598,0.39096111327871,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
184,726,0,0.389239864666748,0.390558477335337,0.270407003192105,497,0.508264462809917,0,0.0652491620147447,1,3,229,NA,NA,1000,0.154820936639118,0.390558477335337,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
185,713,0,0.387848062761856,0.389583067703685,0.272337793928371,485,0.510518934081346,0,0.06625201972092,1,3,228,NA,NA,1000,0.15140252454418,0.389583067703685,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
186,725,0,0.38837679818398,0.389793103448276,0.270696178091968,496,0.496551724137931,0,0.0664556025049164,1,3,229,NA,NA,1000,0.151655172413793,0.389793103448276,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
187,707,0,0.387151519758967,0.388555998456989,0.273783704875217,483,0.513437057991513,0,0.0678414348754943,1,3,224,NA,NA,1000,0.152970297029703,0.388555998456989,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
188,700,0,0.387836196660482,0.387532467532468,0.276388208210538,473,0.49,0,0.0688044032441387,1,3,227,NA,NA,1000,0.155,0.387532467532468,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
189,713,0,0.388166585867567,0.38835904628331,0.273814916734473,484,0.475455820476858,0,0.0697929429956496,1,3,229,NA,NA,1000,0.160589060308555,0.38835904628331,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
190,727,0,0.387301720263393,0.387720395148181,0.271718386359861,500,0.484181568088033,0,0.0694013595412112,1,3,227,NA,NA,1000,0.158390646492435,0.387720395148181,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
191,718,0,0.386699234882637,0.387591795391238,0.272753050555989,500,0.481894150417827,0,0.0697071425410214,1,3,218,NA,NA,1000,0.160097493036212,0.387591795391238,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
192,734,0,0.386932269558356,0.387565023532326,0.270558906654032,506,0.5,0,0.0702433357892588,1,3,228,NA,NA,1000,0.162261580381471,0.387565023532326,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
193,728,0,0.386192593464228,0.38745004995005,0.271015112865425,510,0.51510989010989,0,0.0709984554026417,1,3,218,NA,NA,1000,0.162431318681319,0.38745004995005,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
194,730,0,0.384229592794145,0.386363636363636,0.270358107123427,506,0.510958904109589,0,0.0722159213644494,1,3,224,NA,NA,1000,0.160616438356164,0.386363636363636,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
195,742,0,0.383436439723629,0.386326880666503,0.268001047035647,524,0.48921832884097,0,0.0736858697178472,1,3,218,NA,NA,1000,0.163881401617251,0.386326880666503,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
196,736,0,0.38308673969432,0.386363636363636,0.268592027357744,517,0.480978260869565,0,0.0743505381298613,1,3,219,NA,NA,1000,0.164673913043478,0.386363636363636,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
197,716,0,0.38313443748209,0.385716099542915,0.27232206007453,491,0.491620111731844,0,0.074941697158913,1,3,225,NA,NA,1000,0.164664804469274,0.385716099542915,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
198,728,0,0.382398585274616,0.385077422577423,0.270606695593065,503,0.513736263736264,0,0.0759430704565275,1,3,225,NA,NA,1000,0.164354395604396,0.385077422577423,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
199,732,0,0.382602072186525,0.384997516145057,0.270242049923825,512,0.505464480874317,0,0.0762639428696469,1,3,220,NA,NA,1000,0.163592896174863,0.384997516145057,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
200,734,0,0.381787176046637,0.381904879861283,0.272538063963121,517,0.478201634877384,0,0.0771597410122643,1,3,217,NA,NA,1000,0.16341961852861,0.381904879861283,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
201,734,0,0.381897826575566,0.381397077037404,0.27314946100926,534,0.479564032697548,0,0.0776081025904664,1,3,200,NA,NA,1000,0.163896457765668,0.381397077037404,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
202,722,0,0.38173909388775,0.383379501385042,0.272766453127786,502,0.481994459833795,0,0.077931579739697,1,3,220,NA,NA,1000,0.164404432132964,0.383379501385042,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
203,708,0,0.380975203775764,0.382948125321007,0.274768200364586,485,0.484463276836158,0,0.0785993106067431,1,3,223,NA,NA,1000,0.164265536723164,0.382948125321007,_proj_,_group_,1000,100,b,0.45,9,2,1,250,1,10,0
