YearBorn,nBornThisYear,meanLRS,SD,LRSfemale,LRSmale,meanRRS,SDRRS,replicate,parameterset,col,mig
239,58,1.879310345,1.285241273,1.970588235,1.75,0.187931034,1.285241273,1,c,purple,1
240,60,2.366666667,1.27514262,2.34375,2.392857143,0.236666667,1.27514262,1,c,purple,1
241,57,1.771929825,1.349835226,2.16,1.46875,0.177192982,1.349835226,1,c,purple,1
242,59,1.474576271,1.418546271,1.4,1.529411765,0.147457627,1.418546271,1,c,purple,1
243,52,1.5,1.335782065,1.32,1.666666667,0.15,1.335782065,1,c,purple,1
244,50,1.6,1.245399698,1.48,1.72,0.16,1.245399698,1,c,purple,1
245,47,0.744680851,0.9661237,0.72,0.772727273,0.074468085,0.9661237,1,c,purple,1
246,51,0.784313725,0.855890776,0.8,0.769230769,0.078431373,0.855890776,1,c,purple,1
247,54,0.555555556,0.76889204,0.52,0.586206897,0.055555556,0.76889204,1,c,purple,1
248,57,0.245614035,0.473614587,0.166666667,0.333333333,0.024561404,0.473614587,1,c,purple,1
249,58,0,0,0,0,0,0,1,c,purple,1
250,59,0,0,0,0,0,0,1,c,purple,1
-1,240,1.108333333,1.289129532,1.08,1.139130435,0.092361111,1.289129532,2,c,purple,1
0,448,0.984375,1.165202621,0.932735426,1.035555556,0.08203125,1.165202621,2,c,purple,1
1,25,1.2,1.040833,1.357142857,1,0.1,1.040833,2,c,purple,1
2,29,1.896551724,1.933627745,2.1,1.789473684,0.158045977,1.933627745,2,c,purple,1
3,35,1.685714286,2.111194652,2.181818182,1.458333333,0.14047619,2.111194652,2,c,purple,1
4,38,1.657894737,2.121655598,1.55,1.777777778,0.138157895,2.121655598,2,c,purple,1
5,39,2.230769231,1.827588841,2,2.818181818,0.185897436,1.827588841,2,c,purple,1
6,41,2.097560976,1.578050665,2.045454545,2.157894737,0.174796748,1.578050665,2,c,purple,1
7,28,2.678571429,1.806440565,2.833333333,2.5625,0.223214286,1.806440565,2,c,purple,1
8,69,1.985507246,1.529059242,1.675,2.413793103,0.165458937,1.529059242,2,c,purple,1
9,82,1.865853659,1.455192449,1.754716981,2.068965517,0.155487805,1.455192449,2,c,purple,1
10,106,1.622641509,1.327029121,1.538461538,1.703703704,0.135220126,1.327029121,2,c,purple,1
11,63,1.793650794,1.536215817,1.675675676,1.961538462,0.149470899,1.536215817,2,c,purple,1
12,35,2.057142857,1.370763144,1.944444444,2.176470588,0.171428571,1.370763144,2,c,purple,1
13,34,2.617647059,1.758351602,2.411764706,2.823529412,0.218137255,1.758351602,2,c,purple,1
14,34,2.352941176,1.453988307,2,2.75,0.196078431,1.453988307,2,c,purple,1
15,39,2,1.777046633,1.947368421,2.05,0.166666667,1.777046633,2,c,purple,1
16,33,2.212121212,1.615502549,2.105263158,2.357142857,0.184343434,1.615502549,2,c,purple,1
17,59,1.847457627,1.336665425,1.875,1.814814815,0.153954802,1.336665425,2,c,purple,1
18,72,2.125,1.70283525,2.35483871,1.951219512,0.177083333,1.70283525,2,c,purple,1
19,94,1.617021277,1.384292708,1.695652174,1.541666667,0.134751773,1.384292708,2,c,purple,1
20,78,2.025641026,1.682409828,2.083333333,1.976190476,0.168803419,1.682409828,2,c,purple,1
21,47,2.255319149,1.566886765,2.888888889,1.862068966,0.187943262,1.566886765,2,c,purple,1
22,35,2.2,1.728651293,2.615384615,1.954545455,0.183333333,1.728651293,2,c,purple,1
23,37,2.243243243,1.516674092,2.615384615,2.041666667,0.186936937,1.516674092,2,c,purple,1
24,38,1.868421053,1.417478779,1.666666667,2,0.155701754,1.417478779,2,c,purple,1
25,32,2.09375,1.422387248,2.19047619,1.909090909,0.174479167,1.422387248,2,c,purple,1
26,55,2.436363636,1.618911801,2.40625,2.47826087,0.203030303,1.618911801,2,c,purple,1
27,66,1.96969697,1.41388387,2.2,1.777777778,0.164141414,1.41388387,2,c,purple,1
28,84,1.738095238,1.327367606,1.833333333,1.666666667,0.14484127,1.327367606,2,c,purple,1
29,82,1.658536585,1.219385721,1.717391304,1.583333333,0.138211382,1.219385721,2,c,purple,1
30,57,2.105263158,1.789694812,2,2.193548387,0.175438596,1.789694812,2,c,purple,1
31,38,2.026315789,1.668254341,2.15,1.888888889,0.168859649,1.668254341,2,c,purple,1
32,39,2.153846154,1.678634494,2.684210526,1.65,0.179487179,1.678634494,2,c,purple,1
33,37,2.243243243,1.706285853,2.153846154,2.291666667,0.186936937,1.706285853,2,c,purple,1
34,33,2.242424242,1.696140896,2,2.615384615,0.186868687,1.696140896,2,c,purple,1
35,51,1.843137255,1.332254465,2.2,1.612903226,0.153594771,1.332254465,2,c,purple,1
36,61,1.950819672,1.419227836,2.111111111,1.823529412,0.162568306,1.419227836,2,c,purple,1
37,79,1.810126582,1.230759088,2.03030303,1.652173913,0.150843882,1.230759088,2,c,purple,1
38,81,1.938271605,1.372458369,2.297297297,1.636363636,0.161522634,1.372458369,2,c,purple,1
39,64,1.859375,1.270760146,2.172413793,1.6,0.154947917,1.270760146,2,c,purple,1
