YearBorn,nBornThisYear,meanLRS,SD,LRSfemale,LRSmale,meanRRS,SDRRS,replicate,parameterset,col,mig
229,50,2.14,1.428714279,2.041666667,2.230769231,0.214,1.428714279,1,b,blue,0
230,53,2.433962264,1.726595516,2,2.676470588,0.243396226,1.726595516,1,b,blue,0
231,53,2.264150943,1.402620397,2.620689655,1.833333333,0.226415094,1.402620397,1,b,blue,0
232,54,2.277777778,1.731142786,2.3125,2.227272727,0.227777778,1.731142786,1,b,blue,0
233,52,2.019230769,1.552864331,2,2.038461538,0.201923077,1.552864331,1,b,blue,0
234,52,1.923076923,1.938729661,1.708333333,2.107142857,0.192307692,1.938729661,1,b,blue,0
235,53,2.075471698,1.370696855,2.153846154,2,0.20754717,1.370696855,1,b,blue,0
236,49,1.897959184,1.32672683,2.086956522,1.730769231,0.189795918,1.32672683,1,b,blue,0
237,55,1.890909091,1.571419826,1.5625,2.347826087,0.189090909,1.571419826,1,b,blue,0
238,57,1.859649123,1.368505396,1.965517241,1.75,0.185964912,1.368505396,1,b,blue,0
239,59,2.016949153,1.42019335,2,2.034482759,0.201694915,1.42019335,1,b,blue,0
240,58,2.137931034,1.669628343,2,2.275862069,0.213793103,1.669628343,1,b,blue,0
241,57,1.824561404,1.337946281,2.074074074,1.6,0.18245614,1.337946281,1,b,blue,0
242,51,1.941176471,1.239544508,1.80952381,2.033333333,0.194117647,1.239544508,1,b,blue,0
243,53,1.396226415,1.115272003,1.653846154,1.148148148,0.139622642,1.115272003,1,b,blue,0
244,53,1.264150943,1.195358707,1.212121212,1.35,0.126415094,1.195358707,1,b,blue,0
245,52,1.096153846,1.107188904,1.166666667,1.035714286,0.109615385,1.107188904,1,b,blue,0
246,52,0.788461538,0.956639102,0.80952381,0.774193548,0.078846154,0.956639102,1,b,blue,0
247,57,0.596491228,0.82070634,0.666666667,0.518518519,0.059649123,0.82070634,1,b,blue,0
248,57,0.280701754,0.619746088,0.233333333,0.333333333,0.028070175,0.619746088,1,b,blue,0
249,59,0,0,0,0,0,0,1,b,blue,0
250,58,0,0,0,0,0,0,1,b,blue,0
-1,NA,NA,NA,NA,NA,NA,NA,2,b,blue,0
0,445,0.916853933,1.073769561,0.969026549,0.863013699,0.083350358,1.073769561,2,b,blue,0
1,29,1.206896552,1.800383101,1.285714286,1.133333333,0.109717868,1.800383101,2,b,blue,0
